stage,layer,layer_type,layer_category,tensor_type,count,min,max,min_abs_nonzero,empirical_min_spacing,frac_zero,format,verdict,mean_rel_error,max_rel_error,frac_overflow,frac_underflow_of_nonzero,scale
middle,layer1.0.conv1,Conv2d,conv,activation,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP16,Sufficient,0.00017645546763756957,0.0006583278472679394,0.0,0.0,
middle,layer1.0.conv1,Conv2d,conv,activation,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP8_E4M3,Marginal,0.02427496091616421,1.0,0.0,0.00105,
middle,layer1.0.conv1,Conv2d,conv,activation,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP8_E5M2,Marginal,0.044435866357969735,0.11109264947671862,0.0,0.0,
middle,layer1.0.conv1,Conv2d,conv,activation,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,INT16,Sufficient,0.0007709534554374037,1.0,,,0.00038404680387644976
middle,layer1.0.conv1,Conv2d,conv,activation,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,INT8,Marginal,0.08894706914943941,1.0,,,0.09908709939070574
middle,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.011265939101576805,0.020478948950767517,1.333683030679822e-08,3.637978807091713e-12,0.0,FP16,Sufficient,0.00027904033842189254,1.0,0.0,5e-05,
middle,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.011265939101576805,0.020478948950767517,1.333683030679822e-08,3.637978807091713e-12,0.0,FP8_E4M3,Not sufficient,0.6902845982525623,1.0,0.0,0.53365,
middle,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.011265939101576805,0.020478948950767517,1.333683030679822e-08,3.637978807091713e-12,0.0,FP8_E5M2,Marginal,0.05277479000320526,1.0,0.0,0.00435,
middle,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.011265939101576805,0.020478948950767517,1.333683030679822e-08,3.637978807091713e-12,0.0,INT16,Sufficient,0.0008280706387538494,1.0,,,5.12129812909718e-07
middle,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.011265939101576805,0.020478948950767517,1.333683030679822e-08,3.637978807091713e-12,0.0,INT8,Not sufficient,0.10504839363340732,1.0,,,0.00013213352424891914
middle,layer1.0.conv1,Conv2d,conv,weight_update,184320,-0.0009947437793016434,0.0008229762315750122,1.862645149230957e-09,1.8189894035458565e-12,1.0850694444444445e-05,FP16,Sufficient,0.0013983829524202044,1.0,0.0,0.00045,
middle,layer1.0.conv1,Conv2d,conv,weight_update,184320,-0.0009947437793016434,0.0008229762315750122,1.862645149230957e-09,1.8189894035458565e-12,1.0850694444444445e-05,FP8_E4M3,Not sufficient,1.0,1.0,0.0,1.0,
middle,layer1.0.conv1,Conv2d,conv,weight_update,184320,-0.0009947437793016434,0.0008229762315750122,1.862645149230957e-09,1.8189894035458565e-12,1.0850694444444445e-05,FP8_E5M2,Not sufficient,0.14652146263351257,1.0,0.0,0.0604,
middle,layer1.0.conv1,Conv2d,conv,weight_update,184320,-0.0009947437793016434,0.0008229762315750122,1.862645149230957e-09,1.8189894035458565e-12,1.0850694444444445e-05,INT16,Sufficient,0.0005594602087849532,1.0,,,2.6387420839381058e-08
middle,layer1.0.conv1,Conv2d,conv,weight_update,184320,-0.0009947437793016434,0.0008229762315750122,1.862645149230957e-09,1.8189894035458565e-12,1.0850694444444445e-05,INT8,Marginal,0.07392247951902954,1.0,,,6.808162351527552e-06
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.6311695575714111,0.9468178153038025,0.6311695575714111,3.039836883544922e-06,0.0,FP16,Sufficient,0.00015730913593586517,0.0003443206531191712,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.6311695575714111,0.9468178153038025,0.6311695575714111,3.039836883544922e-06,0.0,FP8_E4M3,Marginal,0.021300066006095554,0.04208053979439797,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.6311695575714111,0.9468178153038025,0.6311695575714111,3.039836883544922e-06,0.0,FP8_E5M2,Marginal,0.04142835544710934,0.08930172353791191,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.6311695575714111,0.9468178153038025,0.6311695575714111,3.039836883544922e-06,0.0,INT16,Sufficient,8.942363047502028e-06,1.9427445511302856e-05,,,2.8895468468392056e-05
middle,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.6311695575714111,0.9468178153038025,0.6311695575714111,3.039836883544922e-06,0.0,INT8,Sufficient,0.0024175315887794953,0.005196753596094796,,,0.007455258388218917
middle,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.17325043678283691,0.2281624674797058,0.0006660472135990858,0.00012804847210645676,0.0,FP16,Sufficient,0.00017631339148801355,0.00043149368939068416,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.17325043678283691,0.2281624674797058,0.0006660472135990858,0.00012804847210645676,0.0,FP8_E4M3,Not sufficient,0.05496837220346835,1.0,0.0,0.03125,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.17325043678283691,0.2281624674797058,0.0006660472135990858,0.00012804847210645676,0.0,FP8_E5M2,Marginal,0.0490325807032124,0.11002122490459379,0.0,0.0,
middle,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.17325043678283691,0.2281624674797058,0.0006660472135990858,0.00012804847210645676,0.0,INT16,Sufficient,0.00011482328213372918,0.0036302460738387335,,,6.963178425846303e-06
middle,layer1.0.bn1,BatchNorm2d,batchnorm,bias,64,-0.17325043678283691,0.2281624674797058,0.0006660472135990858,0.00012804847210645676,0.0,INT8,Marginal,0.04458326610192248,1.0,,,0.0017965548620449277
middle,layer1.0.bn1,BatchNorm2d,batchnorm,input,41943040,-12.365941047668457,12.948594093322754,2.7939677238464355e-08,1.3969838619232178e-09,0.0,FP16,Sufficient,0.00017645546763756957,0.0006583278472679394,0.0,0.0,
