stage,layer,layer_type,layer_category,tensor_type,count,min,max,min_abs_nonzero,empirical_min_spacing,frac_zero,format,verdict,mean_rel_error,max_rel_error,frac_overflow,frac_underflow_of_nonzero,scale
end,bn1,BatchNorm2d,batchnorm,activation,41943040,-7.591340065002441,7.349648952484131,1.7158084730795053e-08,3.4924596548080444e-10,0.0,FP8_E5M2,Marginal,0.044524202908678784,0.11109886623516195,0.0,0.0,
end,bn1,BatchNorm2d,batchnorm,activation,41943040,-7.591340065002441,7.349648952484131,1.7158084730795053e-08,3.4924596548080444e-10,0.0,INT16,Sufficient,0.0007033480486687762,1.0,,,0.0001565850890289967
end,bn1,BatchNorm2d,batchnorm,activation,41943040,-7.591340065002441,7.349648952484131,1.7158084730795053e-08,3.4924596548080444e-10,0.0,INT8,Marginal,0.09179562935570862,1.0,,,0.04040018592293807
end,bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.024325551465153694,0.03272533789277077,1.1012654795194976e-05,3.725290298461914e-08,0.0,FP16,Sufficient,0.0001786243704064388,0.0012898332433417664,0.0,0.0,
end,bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.024325551465153694,0.03272533789277077,1.1012654795194976e-05,3.725290298461914e-08,0.0,FP8_E4M3,Not sufficient,0.25156618543992515,1.0,0.0,0.121875,
end,bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.024325551465153694,0.03272533789277077,1.1012654795194976e-05,3.725290298461914e-08,0.0,FP8_E5M2,Marginal,0.04556059948364944,0.3855686341097054,0.0,0.0,
end,bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.024325551465153694,0.03272533789277077,1.1012654795194976e-05,3.725290298461914e-08,0.0,INT16,Sufficient,0.00022939586381124808,0.017918763213711476,,,9.987285345857347e-07
end,bn1,BatchNorm2d,batchnorm,weight_gradient,320,-0.024325551465153694,0.03272533789277077,1.1012654795194976e-05,3.725290298461914e-08,0.0,INT8,Marginal,0.05218907658208325,1.0,,,0.0002576798259273289
end,bn1,BatchNorm2d,batchnorm,weight_update,320,-8.64267349243164e-05,0.0001448988914489746,2.980232238769531e-07,2.9802322387695312e-08,0.0,FP16,Sufficient,0.00031202997762492916,0.05263157894736842,0.0,0.0,
end,bn1,BatchNorm2d,batchnorm,weight_update,320,-8.64267349243164e-05,0.0001448988914489746,2.980232238769531e-07,2.9802322387695312e-08,0.0,FP8_E4M3,Not sufficient,1.0,1.0,0.0,1.0,
end,bn1,BatchNorm2d,batchnorm,weight_update,320,-8.64267349243164e-05,0.0001448988914489746,2.980232238769531e-07,2.9802322387695312e-08,0.0,FP8_E5M2,Not sufficient,0.33458194000804375,1.0,0.0,0.196875,
end,bn1,BatchNorm2d,batchnorm,weight_update,320,-8.64267349243164e-05,0.0001448988914489746,2.980232238769531e-07,2.9802322387695312e-08,0.0,INT16,Sufficient,0.0001543618271556343,0.005847346415601073,,,4.42209819174702e-09
end,bn1,BatchNorm2d,batchnorm,weight_update,320,-8.64267349243164e-05,0.0001448988914489746,2.980232238769531e-07,2.9802322387695312e-08,0.0,INT8,Marginal,0.04207814005887359,1.0,,,1.1409361531415323e-06
end,layer1.0.conv1,Conv2d,conv,weight,36864,-0.14568807184696198,0.14763611555099487,1.7982912936531648e-08,4.656612873077393e-10,0.0,FP16,Sufficient,0.00022729863965789966,1.0,0.0,5e-05,
end,layer1.0.conv1,Conv2d,conv,weight,36864,-0.14568807184696198,0.14763611555099487,1.7982912936531648e-08,4.656612873077393e-10,0.0,FP8_E4M3,Not sufficient,0.07803218655176665,1.0,0.0,0.02695,
end,layer1.0.conv1,Conv2d,conv,weight,36864,-0.14568807184696198,0.14763611555099487,1.7982912936531648e-08,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.04573049316146919,1.0,0.0,0.00015,
end,layer1.0.conv1,Conv2d,conv,weight,36864,-0.14568807184696198,0.14763611555099487,1.7982912936531648e-08,4.656612873077393e-10,0.0,INT16,Sufficient,0.00038402558986158056,1.0,,,4.505634191442453e-06
end,layer1.0.conv1,Conv2d,conv,weight,36864,-0.14568807184696198,0.14763611555099487,1.7982912936531648e-08,4.656612873077393e-10,0.0,INT8,Marginal,0.04829799482740418,1.0,,,0.0011624890988267314
end,layer1.0.conv1,Conv2d,conv,input,41943040,0.0,7.349648952484131,3.588321106917647e-08,4.656612873077393e-10,0.4732583284378052,FP16,Sufficient,9.082708278824433e-05,0.00047938223156995455,0.0,0.0,
end,layer1.0.conv1,Conv2d,conv,input,41943040,0.0,7.349648952484131,3.588321106917647e-08,4.656612873077393e-10,0.4732583284378052,FP8_E4M3,Sufficient,0.013685090600873053,1.0,0.0,0.0020089926336936763,
end,layer1.0.conv1,Conv2d,conv,input,41943040,0.0,7.349648952484131,3.588321106917647e-08,4.656612873077393e-10,0.4732583284378052,FP8_E5M2,Marginal,0.023269145809346945,0.11109085978771362,0.0,0.0,
end,layer1.0.conv1,Conv2d,conv,input,41943040,0.0,7.349648952484131,3.588321106917647e-08,4.656612873077393e-10,0.4732583284378052,INT16,Sufficient,0.00030575089517062874,1.0,,,0.00013224555498207515
end,layer1.0.conv1,Conv2d,conv,input,41943040,0.0,7.349648952484131,3.588321106917647e-08,4.656612873077393e-10,0.4732583284378052,INT8,Marginal,0.042283581684664784,1.0,,,0.03412039448895792
end,layer1.0.conv1,Conv2d,conv,activation,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP16,Sufficient,0.00017745010973160662,0.0004848422472254372,0.0,0.0,
end,layer1.0.conv1,Conv2d,conv,activation,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP8_E4M3,Marginal,0.023784658231995933,1.0,0.0,0.00055,
end,layer1.0.conv1,Conv2d,conv,activation,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,FP8_E5M2,Marginal,0.044665420712387785,0.11108351256785735,0.0,0.0,
end,layer1.0.conv1,Conv2d,conv,activation,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,INT16,Sufficient,0.0004977031857669167,1.0,,,0.0002682425626761222
end,layer1.0.conv1,Conv2d,conv,activation,41943040,-9.884387016296387,10.883831024169922,3.2654497772455215e-08,4.656612873077393e-10,0.0,INT8,Marginal,0.07834349258435236,1.0,,,0.06920869331660233
end,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.01648062840104103,0.022015182301402092,1.433363649994135e-09,7.275957614183426e-12,0.0,FP16,Sufficient,0.000218994265370105,0.0654349543526808,0.0,0.0,
end,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.01648062840104103,0.022015182301402092,1.433363649994135e-09,7.275957614183426e-12,0.0,FP8_E4M3,Not sufficient,0.6360432468454513,1.0,0.0,0.47815,
end,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.01648062840104103,0.022015182301402092,1.433363649994135e-09,7.275957614183426e-12,0.0,FP8_E5M2,Marginal,0.051855782436837784,1.0,0.0,0.0043,
end,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.01648062840104103,0.022015182301402092,1.433363649994135e-09,7.275957614183426e-12,0.0,INT16,Sufficient,0.000794072352727717,0.8879986029347524,,,5.853403452081785e-07
end,layer1.0.conv1,Conv2d,conv,weight_gradient,184320,-0.01648062840104103,0.022015182301402092,1.433363649994135e-09,7.275957614183426e-12,0.0,INT8,Not sufficient,0.10280931782966034,1.0,,,0.0001510224180428062
end,layer1.0.conv1,Conv2d,conv,weight_update,184320,-7.402710616588593e-05,6.541609764099121e-05,4.656612873077393e-10,2.7284841053187847e-12,8.138020833333333e-05,FP16,Sufficient,0.011412565485167373,1.0,0.0,0.002750137506875344,
end,layer1.0.conv1,Conv2d,conv,weight_update,184320,-7.402710616588593e-05,6.541609764099121e-05,4.656612873077393e-10,2.7284841053187847e-12,8.138020833333333e-05,FP8_E4M3,Not sufficient,0.99995,1.0,0.0,1.0,
end,layer1.0.conv1,Conv2d,conv,weight_update,184320,-7.402710616588593e-05,6.541609764099121e-05,4.656612873077393e-10,2.7284841053187847e-12,8.138020833333333e-05,FP8_E5M2,Not sufficient,0.7841932645937424,1.0,0.0,0.6486324316215811,
end,layer1.0.conv1,Conv2d,conv,weight_update,184320,-7.402710616588593e-05,6.541609764099121e-05,4.656612873077393e-10,2.7284841053187847e-12,8.138020833333333e-05,INT16,Sufficient,0.0005035555721433928,1.0,,,2.2134934374799107e-09
end,layer1.0.conv1,Conv2d,conv,weight_update,184320,-7.402710616588593e-05,6.541609764099121e-05,4.656612873077393e-10,2.7284841053187847e-12,8.138020833333333e-05,INT8,Marginal,0.0787891030833009,1.0,,,5.710987359520018e-07
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.4968973994255066,0.8603403568267822,0.4968973994255066,0.0001703500747680664,0.0,FP16,Sufficient,0.0001859356762824818,0.0004232801819347999,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.4968973994255066,0.8603403568267822,0.4968973994255066,0.0001703500747680664,0.0,FP8_E4M3,Marginal,0.026232918166187516,0.052228645356136444,0.0,0.0,
end,layer1.0.bn1,BatchNorm2d,batchnorm,weight,64,0.4968973994255066,0.8603403568267822,0.4968973994255066,0.0001703500747680664,0.0,FP8_E5M2,Marginal,0.04911317142409098,0.110494209353152,0.0,0.0,
